Rank,Card Name,Set,Max Price (USD),Avg Price (USD),Min Price (USD),Listings,1Mo Trend %,6Mo Trend %,12Mo Trend %,Sold Count
944,"Mewtwo Base set","Base Set",45,45,45,1,0,0,0,0
945,"umbreon Team plasma","Unknown Set",45,45,45,1,0,0,0,0
946,"Rare 1999 Base","Base Set",45,45,45,1,0,0,0,0
947,"1998 CPU ERROR","Unknown Set",45,45,45,1,0,0,0,0
948,"2021 Japanese Peerless","Unknown Set",44.99,44.99,44.99,1,0,0,0,0
949,"Charizard Generations RC5/RC32","Unknown Set",44.99,44.99,44.99,1,0,0,0,0
950,"Charizard N/M 001/016","Unknown Set",44.99,44.99,44.99,1,0,0,0,0
951,"Lapras 10/62 Fossil","Fossil",44.95,44.95,44.95,1,0,0,0,0
952,"ALAKAZAM 1/130 Base","Base Set",44.95,44.95,44.95,1,0,0,0,0
953,"Giovanni's Persian 8/132","Gym Challenge",44.95,44.95,44.95,1,0,0,0,0
954,"Arcanine 15/147 Supreme","Unknown Set",44.95,44.95,44.95,1,0,0,0,0
955,"Skarmory","Neo Genesis",44.72,22.51,6.48,10,0,0,0,0
956,"Raichu","Base Set",44.57,23.04,9.19,5,0,0,0,0
957,"Bellossom","Neo Genesis",44.33,18.36,7.36,10,0,0,0,0
958,"Zapdos 15/62 Fossil","Fossil",44,44,44,1,0,0,0,0
959,"Pokémon Heracross Neo","Neo Genesis",44,44,44,1,0,0,0,0
960,"Charizard 025/185 Play","Unknown Set",43.95,43.95,43.95,1,0,0,0,0
961,"Skarmory 55/113 English","Unknown Set",43.08,43.08,43.08,1,0,0,0,0
962,"Ninetales","Legendary Collection",42.98,19.28,6.45,5,0,0,0,0
963,"Charizard 1/99 Rare","Unknown Set",42.79,42.79,42.79,1,0,0,0,0
964,"Karnimani 67/101 German","Unknown Set",42.79,42.79,42.79,1,0,0,0,0
965,"Magneton (11)","Fossil",42.16,15.22,3.48,10,0,0,0,0
966,"Suicune (27)","Neo Revelation",42.03,19.65,5.07,10,0,0,0,0
967,"Topps Series 1st","Unknown Set",42,42,42,1,0,0,0,0
968,"Dark Magneton (11)","Team Rocket",41.91,21.69,9.02,5,0,0,0,0
969,"Brilliant Stars Build & Battle Box","SWSH09: Brilliant Stars",41.23,41.23,41.23,1,0,0,0,0
970,"Mewtwo","Base Set 2",41.09,21.61,8.73,5,0,0,0,0
971,"Pokémon Haunter Fossil","Fossil",41,41,41,1,0,0,0,0
972,"TCGO Sun Moon:","Unknown Set",40.71,40.71,40.71,1,0,0,0,0
973,"20/101 English Foil","Unknown Set",40.47,40.47,40.47,1,0,0,0,0
974,"Pelipper 26/100 English","Unknown Set",40.47,40.47,40.47,1,0,0,0,0
975,"Weezing 33/113 English","Unknown Set",40.47,40.47,40.47,1,0,0,0,0
976,"Charizard VMax 020/189","Unknown Set",40,40,40,1,0,0,0,0
977,"Mint Fire Energy","Unknown Set",40,40,40,1,0,0,0,0
978,"Japanese Dark Phantasma","Unknown Set",40,40,40,1,0,0,0,0
979,"Pokémon Mega-Charizard Flashfire","Unknown Set",40,40,40,1,0,0,0,0
980,"game Vmax climax","Unknown Set",40,40,40,1,0,0,0,0
981,"base set first","Base Set",40,40,40,1,0,0,0,0
982,"2020 Japanese Charizard","Unknown Set",40,40,40,1,0,0,0,0
983,"1999 Jungle Pikachu","Jungle",40,40,40,1,0,0,0,0
984,"Shield Sword Charizard","Unknown Set",40,40,40,1,0,0,0,0
985,"Machamp","Unknown Set",40,40,40,1,0,0,0,0
986,"Champion's Path Elite","Unknown Set",40,22.5,5,2,0,0,0,0
987,"Mint Fighting Energy","Unknown Set",40,40,40,1,0,0,0,0
988,"Golem 14/165 Rare","Base Set",40,40,40,1,0,0,0,0
989,"Nidoking Rare Base","Base Set",39.99,39.99,39.99,1,0,0,0,0
990,"2003 Skyridge Lure","Skyridge",39.99,37.47,34.95,2,0,0,0,0
991,"cards Charizard Espeon","Unknown Set",39.99,39.99,39.99,1,0,0,0,0
992,"Pokémon 1999 Jungle","Jungle",39.99,39.99,39.99,2,0,0,0,0
993,"Pikachu Electabuzz Black","Unknown Set",39.99,39.99,39.99,1,0,0,0,0
994,"Charizard DPBP#006 2007","Unknown Set",39.99,39.5,39,2,0,0,0,0
995,"TEAM ROCKET FIRST","Team Rocket",39.99,21.99,3.99,2,0,0,0,0
996,"Pokémon Type: Null","Unknown Set",39.99,39.99,39.99,1,0,0,0,0
997,"Palkia Vstar 23/67","Unknown Set",39.95,39.95,39.95,1,0,0,0,0
998,"SWSH Champion Path","Unknown Set",39.95,39.95,39.95,1,0,0,0,0
999,"Unown WOTC Black","Unknown Set",39.95,39.95,39.95,1,0,0,0,0
1000,"Dusknoir 094/DP-P Nintendo","Unknown Set",39.95,39.95,39.95,1,0,0,0,0
1001,"Ball Guy Shining","Unknown Set",39.69,39.69,39.69,1,0,0,0,0
1002,"Charizard 14/181 Team","Unknown Set",39.46,39.46,39.46,1,0,0,0,0
1003,"Raikou (22)","Neo Revelation",39.32,13.49,4.63,10,0,0,0,0
1004,"Zapdos Base Set","Base Set",39.23,34.6,32.1,4,0,0,0,0
1005,"Dragonite (19)","Fossil",39.22,16.71,4.25,10,0,0,0,0
1006,"Rocket's Hitmonchan","Gym Heroes",39.21,22.86,11.77,5,0,0,0,0
1007,"LAPRAS Fossil Rare","Fossil",39,39,39,1,0,0,0,0
1008,"/Beckett/ Mystery Slabs!","Unknown Set",38.99,38.99,38.99,1,0,0,0,0
1009,"Dark Slowbro (12)","Team Rocket",38.84,22.27,11.59,5,0,0,0,0
1010,"1999 Energy Removal","Unknown Set",38.79,38.79,38.79,1,0,0,0,0
1011,"ARK 8.5 Umbreon","Unknown Set",38.68,38.68,38.68,1,0,0,0,0
1012,"Zapdos","Base Set",38.46,18.57,6.86,5,0,0,0,0
1013,"Brilliant Stars Booster Pack Art Bundle [Set of 4]","SWSH09: Brilliant Stars",38.35,38.35,38.35,1,0,0,0,0
1014,"Tyranitar No.248 Rare","Neo Discovery",38.34,38.34,38.34,1,0,0,0,0
1015,"2021 JAPANESE SWSH","Unknown Set",38,38,38,1,0,0,0,0
1016,"Alakazam Base 1/130","Unknown Set",38,38,38,1,0,0,0,0
1017,"Base Set Jynx","Base Set",38,38,38,2,0,0,0,0
1018,"Mightyena 58/107 English","Unknown Set",37.87,37.87,37.87,1,0,0,0,0
1019,"Crobat 23/123 English","Unknown Set",37.58,37.58,37.58,1,0,0,0,0
1020,"Sharpedo 30/102 English","Unknown Set",37.58,37.58,37.58,1,0,0,0,0
1021,"Phione 27/100 English","Unknown Set",37.58,37.58,37.58,1,0,0,0,0
1022,"Ludicolo 13/132 English","Unknown Set",37.58,37.58,37.58,1,0,0,0,0
1023,"Manectric 28/123 English","Unknown Set",37.58,37.58,37.58,1,0,0,0,0
1024,"Mismagius 19/100 English","Unknown Set",37.58,37.58,37.58,1,0,0,0,0
1025,"Aerodactyl 15/100 English","Unknown Set",37.58,37.58,37.58,1,0,0,0,0
1026,"Magnezone 5/100 English","Unknown Set",37.58,37.58,37.58,1,0,0,0,0
1027,"Mr. Mime 30/123","Unknown Set",37.58,37.58,37.58,1,0,0,0,0
1028,"Minun 32/132 English","Unknown Set",37.58,37.58,37.58,1,0,0,0,0
1029,"Cricketune 32/127 English","Base Set",37.58,37.58,37.58,1,0,0,0,0
1030,"Carnivine 16/102 English","Unknown Set",37.58,37.58,37.58,1,0,0,0,0
1031,"Rapidash 22/100 English","Unknown Set",37.58,37.58,37.58,1,0,0,0,0
1032,"Jumpluff 11/132 English","Unknown Set",37.58,37.58,37.58,1,0,0,0,0
1033,"Furret 27/132 English","Unknown Set",37.58,37.58,37.58,1,0,0,0,0
1034,"Silver Tempest Build & Battle Box","SWSH12: Silver Tempest",37.49,37.49,37.49,1,0,0,0,0
1035,"Brilliant Stars 3 Pack Blister [Glaceon]","SWSH09: Brilliant Stars",37.2,37.2,37.2,1,0,0,0,0
1036,"Pokémon Umbreon Plasma","Unknown Set",37.08,28.06,15,3,0,0,0,0
1037,"CHARIZARD MANA GRADING","Unknown Set",36.99,36.99,36.99,1,0,0,0,0
1038,"Mew 151 Promo","Unknown Set",36.8,36.8,36.8,1,0,0,0,0
1039,"Mewtwo","Base Set",36.78,18.55,8.15,5,0,0,0,0
1040,"Alakazam","Base Set 2",36.39,19.71,10.27,5,0,0,0,0
1041,"Silver Tempest Sleeved Booster Pack Art Bundle [Set of 4]","SWSH12: Silver Tempest",36.29,36.29,36.29,1,0,0,0,0
1042,"Champions Path Charizard","Unknown Set",35.99,23.47,10.94,2,0,0,0,0
1043,"Starya 65/102","Unknown Set",35.95,35.95,35.95,1,0,0,0,0
1044,"Dark Blastoise","Legendary Collection",35.68,35.68,35.68,1,0,0,0,0
1045,"Arceus V (Alternate Full Art)","SWSH09: Brilliant Stars",35.11,35.11,35.11,1,0,0,0,0
1046,"Pokémon Cards","Unknown Set",35,35,35,1,0,0,0,0
1047,"Meowth Promo Black","Unknown Set",35,35,35,1,0,0,0,0
1048,"2020 TALONFLAME #29-","Unknown Set",35,35,35,1,0,0,0,0
1049,"1st Rhyperior (swirl)","Unknown Set",35,35,35,1,0,0,0,0
1050,"RAYQUAZA FULL ART","Evolving Skies",35,35,35,1,0,0,0,0
1051,"25th Anniversary Mcdonalds","Unknown Set",35,35,35,1,0,0,0,0
1052,"Pokémon Ninetales Base","Base Set",35,35,35,1,0,0,0,0
1053,"Machamp 8/102 Rare","Base Set",35,35,35,1,0,0,0,0
1054,"Zeraora 2018 86/214,","Unknown Set",34.99,34.99,34.99,1,0,0,0,0
1055,"Latias Dragon Selection","Unknown Set",34.99,34.99,34.99,1,0,0,0,0
1056,"Suicune 200/214 Lost","Unknown Set",34.99,34.99,34.99,1,0,0,0,0
1057,"2017 Burning Shadows","Unknown Set",34.99,34.99,34.99,1,0,0,0,0
1058,"Pokémon assorted cards","Unknown Set",34.99,34.99,34.99,1,0,0,0,0
1059,"1999 Jungle Oddish","Jungle",34.99,34.99,34.99,1,0,0,0,0
1060,"2020 Gem Mint","Unknown Set",34.99,34.99,34.99,1,0,0,0,0
1061,"Erika's Vileplume #045","Unknown Set",34.95,34.95,34.95,1,0,0,0,0
1062,"1998 JAPANESE GYM","Unknown Set",34.95,34.95,34.95,1,0,0,0,0
1063,"Lt. Surge's Fearow","Gym Heroes",34.53,21.63,11.18,5,0,0,0,0
1064,"Charizard VSTAR (Secret)","SWSH09: Brilliant Stars",34.29,34.29,34.29,1,0,0,0,0
1065,"Houndoom 57/146 English","Unknown Set",34.11,34.11,34.11,1,0,0,0,0
1066,"Wingull 70/100 English","Unknown Set",33.54,33.54,33.54,1,0,0,0,0
1067,"Gyarados","Base Set",33.45,15.13,5.03,5,0,0,0,0
1068,"Trick Trade Custom","Unknown Set",33.26,33.26,33.26,1,0,0,0,0
1069,"Base Set Vulpix","Base Set",33.25,33.25,33.25,1,0,0,0,0
1070,"Giovanni's Gyarados","Gym Challenge",33.06,33.06,33.06,1,0,0,0,0
1071,"Dark Dugtrio (6)","Team Rocket",33.03,18.93,8.34,6,0,0,0,0
1072,"Raichu","Base Set 2",33.01,18.12,8.27,5,0,0,0,0
1073,"Ninetales Rare Base","Base Set",32.99,32.99,32.99,1,0,0,0,0
1074,"Umbreon 1st 031/051","Unknown Set",32.5,32.5,32.5,1,0,0,0,0
1075,"Promo Charizard 030/XY-P","Unknown Set",32,32,32,1,0,0,0,0
1076,"Cards Celebrations 25th","Celebrations",32,32,32,1,0,0,0,0
1077,"Pokémon Sword Shield","Unknown Set",32,22.22,9,4,0,0,0,0
1078,"1999 Pokémon Base","Base Set",31.99,31.99,31.99,1,0,0,0,0
1079,"Charmeleon Sun Moon","Unknown Set",31.98,31.98,31.98,1,0,0,0,0
1080,"Silver Tempest Booster Pack Art Bundle [Set of 4]","SWSH12: Silver Tempest",31.08,31.08,31.08,1,0,0,0,0
1081,"Nidoran 002/048 WEB","Unknown Set",30,30,30,1,0,0,0,0
1082,"Pikachu VMAX SWSH","Celebrations",30,30,30,1,0,0,0,0
1083,"Battle Styles PTCGO","Unknown Set",30,30,30,1,0,0,0,0
1084,"Charizard Braixen 134/SM-P","Unknown Set",30,30,30,2,0,0,0,0
1085,"2014 Evolutions Charizard","Unknown Set",30,30,30,1,0,0,0,0
1086,"Charizard 076/S-P 9.5","Unknown Set",30,30,30,4,0,0,0,0
1087,"Dark Gyarados 2000","Team Rocket",30,30,30,1,0,0,0,0
1088,"Hitmonchan 7/102 Base","Base Set",30,30,30,1,0,0,0,0
1089,"20X Pokémon Shining","Unknown Set",30,30,30,1,0,0,0,0
1090,"Charizard 080/SM-P Indonesian","Unknown Set",30,30,30,1,0,0,0,0
1091,"Nidorino, Base Set","Base Set",30,30,30,1,0,0,0,0
1092,"2020 Pokémon Sword","Unknown Set",29.99,29.99,29.99,1,0,0,0,0
1093,"GALARIAN DARMANITAN VMAX","Unknown Set",29.99,29.99,29.99,1,0,0,0,0
1094,"MACHAMP 8/102 BASE","Base Set",29.99,29.99,29.99,1,0,0,0,0
1095,"PIKACHU VMAX FULL","Unknown Set",29.99,29.99,29.99,1,0,0,0,0
1096,"New! SEALED Booster","Unknown Set",29.99,29.99,29.99,1,0,0,0,0
1097,"Shining Jirachi 42/73","Unknown Set",29.99,29.99,29.99,1,0,0,0,0
1098,"Hidden Fates Umbreon","Unknown Set",29.99,29.99,29.99,1,0,0,0,0
1099,"Mint Platinum Supreme","Unknown Set",29.99,29.99,29.99,1,0,0,0,0
1100,"Champions path elite","Unknown Set",29.99,29.99,29.99,1,0,0,0,0
1101,"Charizard 19/113 Rare","Unknown Set",29.99,29.99,29.99,1,0,0,0,0
1102,"Hitmonchan 7/102, Base","Base Set",29.99,29.99,29.99,1,0,0,0,0
1103,"UMBREON VMAX 095/203","Evolving Skies",29.99,29.99,29.99,1,0,0,0,0
1104,"2022 #056 Mewtwo","Unknown Set",29.99,29.99,29.99,1,0,0,0,0
1105,"2020 Charizard 001/021","Unknown Set",29.99,29.99,29.99,1,0,0,0,0
1106,"Base Set Trainer","Base Set",29.99,29.99,29.99,1,0,0,0,0
1107,"1996 Pokémon Kabuto","Unknown Set",29.99,29.99,29.99,1,0,0,0,0
1108,"Diglett 47/102 Please","Unknown Set",29.99,29.99,29.99,1,0,0,0,0
1109,"Charizard 001/016 Team","Unknown Set",29.98,29.98,29.98,1,0,0,0,0
1110,"Drowzee Miscut Near","Base Set",29.95,29.95,29.95,1,0,0,0,0
1111,"SUBGRADES Full Art","Unknown Set",29.95,29.95,29.95,1,0,0,0,0
1112,"1999 French Lightning","Unknown Set",29.95,29.95,29.95,1,0,0,0,0
1113,"2020 SWSH Vivid","Unknown Set",29.95,29.95,29.95,1,0,0,0,0
1114,"Trading Game Vivid","Unknown Set",29.95,29.95,29.95,1,0,0,0,0
1115,"2022 Brilliant Stars","Brilliant Stars",29.95,29.95,29.95,1,0,0,0,0
1116,"Ninetales Base unlimited","Unknown Set",29.95,29.95,29.95,1,0,0,0,0
1117,"MINT 2021 Shining","Unknown Set",29.95,29.95,29.95,1,0,0,0,0
1118,"2016 Generations Charizard","Unknown Set",29.95,29.95,29.95,1,0,0,0,0
1119,"Cinderace Vmax 019/072","Unknown Set",29.95,29.95,29.95,1,0,0,0,0
1120,"FRESH GRADE Lt.","Unknown Set",29.95,29.95,29.95,1,0,0,0,0
1121,"1999 Full Heal","Unknown Set",29.95,29.95,29.95,1,0,0,0,0
1122,"Water Energie Mint","Base Set",29.95,29.95,29.95,1,0,0,0,0
1123,"Pokémon Mew Evolutions","Unknown Set",29.9,29.9,29.9,1,0,0,0,0
1124,"Chansey","Base Set",29.7,14.69,6.97,5,0,0,0,0
1125,"Wobbuffet (16)","Neo Discovery",29.57,18.46,8.9,6,0,0,0,0
1126,"alakazam base set","Base Set",29.5,29.5,29.5,1,0,0,0,0
1127,"Pokémon Sandstorm Breloom","Unknown Set",29,29,29,1,0,0,0,0
1128,"(5) STICKER SERIES","Unknown Set",29,29,29,1,0,0,0,0
1129,"25th Anniversary General","Unknown Set",29,23.66,19.99,3,0,0,0,0
1130,"Pokémon Charizard Boundaries","Unknown Set",29,29,29,1,0,0,0,0
1131,"Farfetche'd","Unknown Set",29,29,29,1,0,0,0,0
1132,"Pikachu VMAX Figure","Celebrations",28.99,26.49,23.99,2,0,0,0,0
1133,"Umbreon 094/203, Sylveon","Evolving Skies",28.99,28.99,28.99,1,0,0,0,0
1134,"9.5 GEM MINT","Unknown Set",28.95,28.95,28.95,1,0,0,0,0
1135,"Steelix 38/130 English","Unknown Set",28.91,28.91,28.91,1,0,0,0,0
1136,"Baltoy 43/106 English","Unknown Set",28.91,28.91,28.91,1,0,0,0,0
1137,"60/113 English Foil","Unknown Set",28.91,28.91,28.91,1,0,0,0,0
1138,"81/113 German Foil","Unknown Set",28.91,28.91,28.91,1,0,0,0,0
1139,"Wigglytuff 32/106 English","Unknown Set",28.91,28.91,28.91,1,0,0,0,0
1140,"Slowking 28/106 English","Unknown Set",28.91,28.91,28.91,1,0,0,0,0
1141,"Rotom 7/106 English","Unknown Set",28.91,28.91,28.91,1,0,0,0,0
1142,"Hippowdon 25/111 English","Unknown Set",28.91,28.91,28.91,1,0,0,0,0
1143,"Duskull 58/107 English","Unknown Set",28.91,28.91,28.91,1,0,0,0,0
1144,"Shedinja 44/147 English","Unknown Set",28.91,28.91,28.91,1,0,0,0,0
1145,"Corphish 62/110 English","Unknown Set",28.91,28.91,28.91,1,0,0,0,0
1146,"Gabite 59/147 English","Unknown Set",28.91,28.91,28.91,1,0,0,0,0
1147,"Gligar 16/101 English","Unknown Set",28.91,28.91,28.91,1,0,0,0,0
1148,"Dusclops 4/100 English","Unknown Set",28.91,28.91,28.91,1,0,0,0,0
1149,"Unused Evolving Skies","Evolving Skies",28.67,28.67,28.67,1,0,0,0,0
1150,"Pikachu Vmax Full","Unknown Set",28.53,28.53,28.53,1,0,0,0,0
1151,"Lucario 14/95 Shattered","Unknown Set",28.52,28.52,28.52,1,0,0,0,0
1152,"Base Set Metapod","Base Set",28.5,25.66,22.81,2,0,0,0,0
1153,"Umbreon Chips Menko","Unknown Set",28.49,28.49,28.49,1,0,0,0,0
1154,"Pikachu Umbreon Center","Unknown Set",28.49,28.49,28.49,1,0,0,0,0
1155,"Erika's Clefable","Gym Heroes",28.38,18.9,12.36,5,0,0,0,0
1156,"Omastar 26/100 English","Unknown Set",28.33,28.33,28.33,1,0,0,0,0
1157,"Base Set Lot","Base Set",28,28,28,1,0,0,0,0
1158,"Pikachu jungle 60/64","Jungle",28,28,28,1,0,0,0,0
1159,"Pikachu VMAX 031/100","Unknown Set",27.99,22.2,17.8,4,0,0,0,0
1160,"HYPNO 23/62 Fossil","Fossil",27.95,27.95,27.95,1,0,0,0,0
1161,"Poliwrath Base Set","Base Set",27.82,24.25,20.68,2,0,0,0,0
1162,"Magneton Base Set","Base Set",27.82,27.82,27.82,1,0,0,0,0
1163,"Nidoking","Base Set",27.79,15.01,7.59,5,0,0,0,0
1164,"Pidgeot","Base Set 2",27.11,14.05,7.45,5,0,0,0,0
1165,"WOTC English Base","Base Set",27,27,27,1,0,0,0,0
1166,"Dark Vileplume (13)","Team Rocket",27,16.86,8.76,5,0,0,0,0
1167,"Vaporeon 12/64 Jungle","Jungle",26.79,26.79,26.79,1,0,0,0,0
1168,"Gyarados","Base Set 2",26.74,14.19,5.45,5,0,0,0,0
1169,"Mew V (Alternate Full Art)","SWSH08: Fusion Strike",26.48,26.48,26.48,1,0,0,0,0
1170,"Vulpix Base Set","Base Set",26.4,19.18,11.95,2,0,0,0,0
1171,"MINT 2006 DRAGON","Unknown Set",26.24,26.24,26.24,1,0,0,0,0
1172,"Clefairy","Base Set",26.15,13.73,6.82,5,0,0,0,0
1173,"Pokémon Nidorino Base","Base Set",26,26,26,1,0,0,0,0
1174,"ARK 6.5 Umbreon","Unknown Set",25.57,25.57,25.57,1,0,0,0,0
1175,"Japanese Gyarados 023/073","Unknown Set",25.49,25.49,25.49,1,0,0,0,0
1176,"Pikachu VMax CoroCoro","Unknown Set",25.26,25.26,25.26,1,0,0,0,0
1177,"CoroCoro Comic Magazine","Unknown Set",25.21,25.21,25.21,1,0,0,0,0
1178,"Umbreon VMAX 095/203","Evolving Skies",25,24.66,23.99,3,0,0,0,0
1179,"Umbreon 80/149 Sun","Unknown Set",25,20.05,15.1,2,0,0,0,0
1180,"Eternatus VMAX s4a","Unknown Set",25,25,25,1,0,0,0,0
1181,"Eevee 8.5 Rare","Unknown Set",25,25,25,1,0,0,0,0
1182,"HATTERENE #224 VSTAR","Unknown Set",25,25,25,1,0,0,0,0
1183,"2020 Sword And","Unknown Set",25,25,25,1,0,0,0,0
1184,"2016 Evolutions Cracked","Unknown Set",25,25,25,1,0,0,0,0
1185,"cards","Unknown Set",25,16,6.99,2,0,0,0,0
1186,"NM-MT Onix Base","Unknown Set",25,25,25,1,0,0,0,0
1187,"Umbreon 55/124 Fates","Unknown Set",25,25,25,1,0,0,0,0
1188,"Charizard Japanese 030/XY-P","Unknown Set",24.99,24.99,24.99,1,0,0,0,0
1189,"CHARIZARD XY121 BLACK","Unknown Set",24.99,24.99,24.99,1,0,0,0,0
1190,"(2) Charizard SM211","Unknown Set",24.99,24.99,24.99,1,0,0,0,0
1191,"GOLD SECRET RARE","Unknown Set",24.99,24.99,24.99,1,0,0,0,0
1192,"Cynthia's Ambition Brilliant","Brilliant Stars",24.99,24.99,24.99,1,0,0,0,0
1193,"Vivid Voltage Lot","Unknown Set",24.99,24.99,24.99,1,0,0,0,0
1194,"Carddass Weekly News","Unknown Set",24.99,24.99,24.99,1,0,0,0,0
1195,"Smoochum 54/64 Neo","Neo Revelation",24.99,24.99,24.99,1,0,0,0,0
1196,"Ninetales Base Set","Base Set",24.96,24.96,24.96,1,0,0,0,0
1197,"MR. MIME 22/64","Jungle",24.95,24.95,24.95,1,0,0,0,0
1198,"Muk Alolan Muk","Unknown Set",24.95,24.95,24.95,1,0,0,0,0
1199,"Hitmonlee Fossil 7/62","Fossil",24.95,24.95,24.95,1,0,0,0,0
1200,"BROCK’S ONIX Gym","Gym Heroes",24.95,24.95,24.95,1,0,0,0,0
1201,"ARCANINE 23/102 Base","Base Set",24.95,24.95,24.95,1,0,0,0,0
1202,"Ho-Oh Nintendo SM57","Unknown Set",24.95,24.95,24.95,1,0,0,0,0
1203,"DARK JOLTEON 38/82","Team Rocket",24.95,24.95,24.95,1,0,0,0,0
1204,"1999 French Psychic","Unknown Set",24.95,24.95,24.95,1,0,0,0,0
1205,"Zapdos 12/99 Platinum","Unknown Set",24.95,24.95,24.95,1,0,0,0,0
1206,"Holographic Base Set","Base Set",24.95,24.95,24.95,1,0,0,0,0
1207,"Ditto Fossil 18/62","Fossil",24.95,24.95,24.95,1,0,0,0,0
1208,"Pokémon Magneton Fossil","Fossil",24.9,24.9,24.9,1,0,0,0,0
1209,"RAICHU BASE SET","Base Set",24.5,24.5,24.5,1,0,0,0,0
1210,"Scyther","Base Set 2",24.35,13.49,6.72,5,0,0,0,0
1211,"Zapdos","Base Set 2",24.26,13.1,5.74,5,0,0,0,0
1212,"Dark Vileplume 045","Unknown Set",24,24,24,1,0,0,0,0
1213,"1999 DROWZEE 49/102","Base Set",24,24,24,1,0,0,0,0
1214,"Hitmonchan Base set","Base Set",24,24,24,1,0,0,0,0
1215,"Clefairy Base set","Base Set",24,24,24,1,0,0,0,0
1216,"Nidoking","Base Set 2",23.99,12.87,5.79,5,0,0,0,0
1217,"Umbreon VMAX RRR","Unknown Set",23.99,23.99,23.99,1,0,0,0,0
1218,"Base Set Double","Base Set",23.75,23.75,23.75,1,0,0,0,0
1219,"Ninetales","Base Set",23.71,11.2,4.67,5,0,0,0,0
1220,"Nintendo Machamp 8/102","Base Set",23.51,23.51,23.51,1,0,0,0,0
1221,"Base Set Rattata","Base Set",23.49,23.49,23.49,1,0,0,0,0
1222,"Nidoqueen","Base Set 2",23.01,11.92,5.66,5,0,0,0,0
1223,"Cards Base Set","Base Set",23,12.5,2,2,0,0,0,0
1224,"Lot Trading Game","Unknown Set",23,18,13,2,0,0,0,0
1225,"100 Cards-INCLUDES V/VMAX","Unknown Set",22.99,22.99,22.99,1,0,0,0,0
1226,"Sword and Shield","Unknown Set",22.99,18.96,16.95,3,0,0,0,0
1227,"2017 Sun Moon","Unknown Set",22.99,20.23,17.47,2,0,0,0,0
1228,"Chansey 3/130 Base","Unknown Set",22.99,22.99,22.99,1,0,0,0,0
1229,"Celebrations Pikachu VMAX","Celebrations",22.97,22.94,22.9,2,0,0,0,0
1230,"Brock's Ninetales","Gym Challenge",22.94,22.94,22.94,1,0,0,0,0
1231,"MISCUT MISTY’S POLIWAG","Gym Heroes",22.5,22.5,22.5,1,0,0,0,0
1232,"Vivid Voltage Pokémon","Unknown Set",22,22,22,1,0,0,0,0
1233,"Mewtwo 12/18 Detective","Unknown Set",22,22,22,1,0,0,0,0
1234,"2021 SWSH VICTINI","Brilliant Stars",22,22,22,1,0,0,0,0
1235,"Booster Pack 2012-","Unknown Set",22,22,22,1,0,0,0,0
1236,"McDonalds 25th Happy","Unknown Set",21.95,21.95,21.95,1,0,0,0,0
1237,"CHARIZARD CHAMPIONS PATH","Unknown Set",21.95,21.95,21.95,1,0,0,0,0
1238,"MACHOP GERMAN 1STED","Unknown Set",21.95,21.95,21.95,1,0,0,0,0
1239,"Poliwrath","Base Set",21.75,11.8,4.71,5,0,0,0,0
1240,"Gyarados (Spanish) 6/102","Base Set",21.39,21.39,21.39,1,0,0,0,0
1241,"Forretress (2)","Neo Discovery",21.25,14.08,7.13,6,0,0,0,0
1242,"2022 VSTAR Universe","Unknown Set",21.24,21.24,21.24,1,0,0,0,0
1243,"Ninetales","Base Set 2",21.07,10.61,4.94,5,0,0,0,0
1244,"Hitmonchan","Base Set 2",21.05,10.35,4.68,5,0,0,0,0
1245,"Pikachu Vmax 031/100","Unknown Set",21,21,21,1,0,0,0,0
1246,"Full Booster Box","Unknown Set",21,21,21,1,0,0,0,0
1247,"Blaine's Arcanine","Gym Challenge",21,21,21,1,0,0,0,0
1248,"2014 Charizard #12/106","Unknown Set",21,21,21,1,0,0,0,0
1249,"Magneton","Base Set",20.9,10.45,4.47,5,0,0,0,0
1250,"Pokémon Break CP6","Unknown Set",20.5,20.5,20.5,1,0,0,0,0
1251,"Lt. Surge's Magneton","Gym Heroes",20.47,11.22,5.54,5,0,0,0,0
1252,"Growlithe Base Set","Base Set",20.25,20.25,20.25,1,0,0,0,0
1253,"umbreon full art","Unknown Set",20,20,20,1,0,0,0,0
1254,"Umbreon (32), Neo","Neo Discovery",20,20,20,1,0,0,0,0
1255,"online codes champions","Unknown Set",20,20,20,1,0,0,0,0
1256,"Champions Path EMPTY","Unknown Set",20,20,20,1,0,0,0,0
1257,"1999 Nidoran (M)","Unknown Set",20,20,20,1,0,0,0,0
1258,"Thai Pikachu Vmax","Unknown Set",20,20,20,1,0,0,0,0
1259,"Charizard PROMO SWSH50","Unknown Set",20,20,20,1,0,0,0,0
1260,"Doduo, Base Set","Base Set",20,20,20,1,0,0,0,0
1261,"umbreon plasma","Unknown Set",20,20,20,1,0,0,0,0
1262,"Pokémon Charizard 1/99","Unknown Set",20,20,20,1,0,0,0,0
1263,"DARKNESS ABLAZE Booster","Unknown Set",20,20,20,1,0,0,0,0
1264,"BreakPoint Online Booster","Unknown Set",20,20,20,1,0,0,0,0
1265,"Pack Includes: 100","Unknown Set",20,20,20,1,0,0,0,0
1266,"Zacian LV. Nintendo","Unknown Set",20,20,20,1,0,0,0,0
1267,"umbreon and darkrai","Unknown Set",20,20,20,1,0,0,0,0
1268,"Machamp 8/102 Base","Base Set",20,20,20,1,0,0,0,0
